field_id,field_url,code,street,municipality,artificial_grass,stabilized_field,place,car_access,address,latitude,longitude
W02,https://www.abssa.org/terrain/W02,W02 (WATERLOO),Chemin des Noces 87,1410 Waterloo,False,False,Joli-Bois,"Venant d'Uccle, prendre la chaussée de Waterloo, ensuite la chaussée de Bruxelles, continuer jusqu'à la place E. Vandevelde (intersection de la chaussée de Bruxelles avec la chaussée de Tervuren à Joli-Bois). Au feu de signalisation prendre à droite la chaussée Bara. Le terrain se trouve à droite à +/- 500 m.","Joli-Bois, Chemin des Noces 87, 1410 Waterloo, Belgique",50.701676,4.397567
W04,https://www.abssa.org/terrain/W04,W04 (CAMPUS WEMMEL),Zijp 14 - 16,1780 Wemmel,False,False,,"A partir du centre de Wemmel, prendre la direction Meise via la Rasselstraat / F. Robberechtsstraat. Passé la Maison de repos Armonea Hestia, prendre à gauche vers le parking « Sporthal » fléché comme JUST MOVE.
Parking  :  50.918474,4.326794","Zijp 14 - 16, 1780 Wemmel, Belgique",50.9192517,4.3253752
W05,https://www.abssa.org/terrain/W05,W05 (WATERMAEL-BOITSFORT),Avenue des Nymphes 1,1170 Watermael-Boitsfort,False,False,Stade des trois Tilleuls,"A partir du square des Archiducs, prendre la rue Berensheide, ensuite l'avenue des Nymphes.","Stade des trois Tilleuls, Avenue des Nymphes 1, 1170 Watermael-Boitsfort, Belgique",50.8059064,4.4137412
W07,https://www.abssa.org/terrain/W07,W07 (WAVRE),Avenue du Centre Sportif 20,1300 Wavre,True,False,Stade Justin Peeters,"Autoroute E 411 direction Namur / Luxembourg, prendre la sortie n° 6 Wavre, à gauche N 238 direction Wavre. Au rond-	point 2ième sortie N238/Blvd. de l'Europe direction Wavre Centre. Entrer dans Wavre puis à gauche N 238, à gauche N 239. 	Au rond-point prendre la première sortie Rue Haute, continuer sur rue de Bruxelles, continuer sur rue Saint-Roch, continuer 	sur rue Joseph Joppart. Prendre à droite l'avenue du Centre Sportif.","Stade Justin Peeters, Avenue du Centre Sportif 20, 1300 Wavre, Belgique",50.7216297,4.6192566
W09,https://www.abssa.org/terrain/W09,W09 (WOLUWE-SAINT-ETIENNE),Everestraat,1932 Sint Stevens Woluwé-,False,False,,"Autoroute Bruxelles-Liège (E40), sortie Evere. Prendre la chaussée de Louvain, direction Zaventem, durant +/- 800 m. puis prendre à gauche à hauteur du café ""Sporting"".","Everestraat, 1932 Sint Stevens Woluwé-, Belgique",50.869371,4.4329526
W10,https://www.abssa.org/terrain/W10,W10 (WOLUWE-SAINT-LAMBERT),Avenue J.F. De Becker 60,1200 Woluwé-Saint-Lambert,True,False,Stade Communal - Fallon,"Boulevard de la Woluwe, prendre la rue Voot, puis la chaussée de Stockel jusqu'au Petit Pont (terminus bus 28). Avant ce pont le terrain se trouve à gauche.","Stade Communal - Fallon, Avenue J.F. De Becker 60, 1200 Woluwé-Saint-Lambert, Belgique",50.8441549,4.445223599999999
W11,https://www.abssa.org/terrain/W11,W11 (WOLUWE-SAINT-LAMBERT),Avenue A. Dumont 10,1200 Woluwé-Saint-Lambert,False,False,Kapelleveld,"Ring, sortie Kraainem (n° 2) direction UCL par l'avenue de Wezembeek-Oppem et continuer jusqu'au carrefour de l'église de Kapelleveld. Prendre à gauche l'avenue A. Dumont. Terrain se trouve 100 m. plus loin.","Kapelleveld, Avenue A. Dumont 10, 1200 Woluwé-Saint-Lambert, Belgique",50.8465838,4.4511962
W12,https://www.abssa.org/terrain/W12,W12 (WOLUWE-SAINT-PIERRE),Avenue Salomé 2,1150 Woluwé-Saint-Pierre,True,False,Centre Sportif,"Avenue de Tervuren, direction Tervuren. Passé le boulevard du Souverain prendre à gauche au premier feu de signalisation (Av. Madoux). Au feu de signalisation suivant prendre la 2ème rue à main droite (Av. J. Dujardin). Ensuite 1ère rue à gauche (Av. Salomé).","Centre Sportif, Avenue Salomé 2, 1150 Woluwé-Saint-Pierre, Belgique",50.830818,4.455442
W13,https://www.abssa.org/terrain/W13,W13 (WOLUWE-SAINT-PIERRE),Chaussée de Stockel 376,1150 Woluwé-Saint-Pierre,True,False,,"Boulevard de la Woluwe, prendre la rue Voot, puis la chaussée de Stockel. Passer en dessous du petit pont et continuer la chaussée de Stockel pendant env. 500 m. Le terrain est situé sur la droite de la chaussée.","Chaussée de Stockel 376, 1150 Woluwé-Saint-Pierre, Belgique",50.8416675,4.454784399999999
W15,https://www.abssa.org/terrain/W15,W15 (WOLUWE-SAINT-PIERRE),Rue Kelle,1150 Woluwé-Saint-Pierre,True,False,Kelle (Ancien White Star).,"Avenue de Tervuren, prendre l""avenue Parmentier, puis 1ère rue à main gauche.","Kelle (Ancien White Star)., Rue Kelle, 1150 Woluwé-Saint-Pierre, Belgique",50.8343279,4.4397562
W16,https://www.abssa.org/terrain/W16,W16 (WEMMEL),Steenweg naar Brussel 111,1780 Wemmel,False,False,Stadium (Stade) Van Langenhove,"Ring RO, afrit Wemmel-Merchtem (n° 9), richting Merchtem volgen via de Is. Meyskensstraat tot aan de rotonde, op de rotonde de 4de afslag nemen, Diepstraat deze vloeit over in de Steenweg op Brussel, 50 m. voorbij het eerste kruispunt met verkeerslichten, links van de steenweg, bevindt zich het stadium (parking)","Stadium (Stade) Van Langenhove, Steenweg naar Brussel 111, 1780 Wemmel, Belgique",50.9068107,4.311412799999999
W17,https://www.abssa.org/terrain/W17,W17 (WOLUWE-SAINT-PIERRE),Avenue Edmond Galopin,1150 Woluwé-Saint-Pierre,False,False,Parc de Woluwe,"Du rond-point Montgomery, prendre l'avenue de Tervuren en direction de Tervuren. Passer le square Léopold II et prendre la 2ème rue à droite, l'Avenue Jules César qui devient (vers la gauche) l'Avenue de l'Atlantique. Passer le rond-point et remonter vers l'église du Chant d'Oiseau. Prendre la 3ème rue à gauche, l'Avenue Père Hilaire, puis directement à droite l'Avenue Xavier Henrard. Continuer toujours tout droit et vous arrivez dans le Parc de Woluwé ou vous prenez directement à gauche l'Avenue Louis Fuchs. Continuer tout droit et vous arrivez Avenue Edmond Galopin devant le complexe sportif.","Parc de Woluwe, Avenue Edmond Galopin, 1150 Woluwé-Saint-Pierre, Belgique",50.82959160000001,4.4298647
W18,https://www.abssa.org/terrain/W18,W18 (WOLVERTEM),Populierenlaan 20,1861 Wolvertem,False,False,de Sportschuur - Sportcomplex Ten Dries,"A partir du Palais des Expostions au Heysel, prendre la Boechoutlaan en direction de Meise.  Continuer tout droit sur la Nieuwelaan (N277) en direction de Wolvertem.
Arrivé au bout de la Nieuwelaan tourner à gauche par la Stationstraat (N211), vers le centre de Wolvertem. Au bout tourner à droite et continuer tout droit sur la Hoogstraat (N259). Au bout suivre le tournant et à env. 200 m. sur le coin de la Populierenlaan et de la Driesstraat se trouve le complexe ""TEN DRIES"".
ou bien:
Prendre la A12 direction Antwerpen-Boom, à proximité de Meise, prendre la sortie n° 3 (Meise, Wolvertem, Grimbergen). Après 200 m. prendre à gauche le Vilvoordsesteenweg (N211/276) sur 150 m. Prendre à droite la Ossegemstraat sur 1,8 km. jusqu'au panneau ""Circulation locale"". Prendre à droite et puis à gauche le Verbindingsweg sur 600 m. A Wolvertem continuer sur la N259 sur env. 150 m.","de Sportschuur - Sportcomplex Ten Dries, Populierenlaan 20, 1861 Wolvertem, Belgique",50.9568129,4.3105799
W19,https://www.abssa.org/terrain/W19,W19 (WEZEMBEEK),Sportpleinstraat 20,1970 Wezembeek - Oppem,True,False,,"Ring de Bruxelles (RO), sortie n° 2. Prendre la direction Wezembeek-Oppem. Ensuite première rue à droite (Louis Marcelisstraat) puis la troisième à droite (Sportpleinstraat).
L'entrée au terrain se trouve à gauche entre les n° 16 et 24.
Par la ville : A partir du rond point Montgomery, prendre l'Avenue de Broqueville, toujours tout droit. Passez devant le Shopping de Woluwé, toujours tout droit, passez devant le magasin ""Carrefour"", puis au 2ème feu de signalisation prendre à droite et ensuite tout droit. Au bout de la rue prendre à droite, le terrain se trouve à 100 mètres  sur la gauche.","Sportpleinstraat 20, 1970 Wezembeek - Oppem, Belgique",50.8424503,4.4865891
W20,https://www.abssa.org/terrain/W20,W20 (WEMMEL),Zijp 101,1780 Wemmel,False,False,Ex. Complexe Sibelgas,"Via de Ring RO,  Afrit Wemmel-Merchtem (nr. 9) naar centrum toe en vervolgens richting Meise, de Robberechtsstraat volgen, deze gaat over in Zijpstraat, voorbij de bocht, rechts bevind zich het terrein.","Ex. Complexe Sibelgas, Zijp 101, 1780 Wemmel, Belgique",50.9174798,4.3304288
Z01,https://www.abssa.org/terrain/Z01,Z01 (ZAVENTEM),J.B. Devlemincklaan 59,1930 Zaventem,False,False,Hoek-Zaventem,"Au départ de la place Meiser, prendre la chaussée de Louvain jusqu'à hauteur du restaurant ""City Park"" (à gauche après 6 km.). Le terrain est situé à gauche dans la J.B. Devlemincklaan.","Hoek-Zaventem, J.B. Devlemincklaan 59, 1930 Zaventem, Belgique",50.8743213,4.4742925
